LncRNA name,Cancer name,Expression pattern,Methods,Pubmed ID,No. of Transcript variants (lncRNAs),LncRNA aliases
MALAT1,Nasopharyngeal Cancer,up-regulated,"qPCR, Western blot etc.",23688988,3,HCN; NEAT2; PRO2853; LINC00047; NCRNA00047
MALAT1,Non Small Cell Lung Cancer,up-regulated,"qRT-PCR, Western blot",32141554,3,HCN; NEAT2; PRO2853; LINC00047; NCRNA00047
MALAT1,Lung Adenocarcinoma,up-regulated,"qPCR, Western blot, in vitro knockdown, RIP",29928414,3,HCN; NEAT2; PRO2853; LINC00047; NCRNA00047
MALAT1,Non Small Cell Lung Cancer,up-regulated,"qPCR, Western blot, Luciferase reporter assay, in vitro knockdown",29916897,3,HCN; NEAT2; PRO2853; LINC00047; NCRNA00047
MALAT1,Non Small Cell Lung Cancer,up-regulated,qPCR,29805668,3,HCN; NEAT2; PRO2853; LINC00047; NCRNA00047
MALAT1,Non Small Cell Lung Cancer,up-regulated,"qPCR, Western blot, Luciferase reporter assay, RIP",29782349,3,HCN; NEAT2; PRO2853; LINC00047; NCRNA00047
MALAT1,Non Small Cell Lung Cancer,up-regulated,qPCR,30841025,3,HCN; NEAT2; PRO2853; LINC00047; NCRNA00047
MALAT1,Lung Adenocarcinoma,up-regulated,"RT-qPCR, Western blot",31933847,3,HCN; NEAT2; PRO2853; LINC00047; NCRNA00047
MALAT1,Non Small Cell Lung Cancer,up-regulated,"qRT-PCR, Western blot assay, Dual luciferase reporter gene assay, RIP",31863664,3,HCN; NEAT2; PRO2853; LINC00047; NCRNA00047
MALAT1,Lung Cancer,up-regulated,"qRT-PCR , Luciferase reporter assay , Western blot etc.",31133357,3,HCN; NEAT2; PRO2853; LINC00047; NCRNA00047
MALAT1,Lung Cancer,down-regulated,qPCR,30026840,3,HCN; NEAT2; PRO2853; LINC00047; NCRNA00047
MALAT1,Non Small Cell Lung Cancer,up-regulated,"qPCR, Western blot, Luciferase reporter assay, RNAi, other",30250547,3,HCN; NEAT2; PRO2853; LINC00047; NCRNA00047
MALAT1,Non Small Cell Lung Cancer,up-regulated,"qPCR, Western blot, Luciferase reporter assay",31240979,3,HCN; NEAT2; PRO2853; LINC00047; NCRNA00047
MALAT1,Non Small Cell Lung Cancer,down-regulated,qPCR etc.,26946307,3,HCN; NEAT2; PRO2853; LINC00047; NCRNA00047
MALAT1,Lung Adenocarcinoma,up-regulated,qPCR,26139386,3,HCN; NEAT2; PRO2853; LINC00047; NCRNA00047
MALAT1,Lung Cancer,down-regulated,qPCR etc.,26137228,3,HCN; NEAT2; PRO2853; LINC00047; NCRNA00047
MALAT1,Lung Adenocarcinoma,up-regulated,"qPCR, Western blot, RIP, Luciferase reporter assayin vitro knockdown etc.",29575609,3,HCN; NEAT2; PRO2853; LINC00047; NCRNA00047
MALAT1,Lung Adenocarcinoma,differential expression,qPCR etc.,20937273,3,HCN; NEAT2; PRO2853; LINC00047; NCRNA00047
MALAT1,Lung Adenocarcinoma,up-regulated,"qPCR, Western blot, RIP, Luciferase reporter assay etc.",27294002,3,HCN; NEAT2; PRO2853; LINC00047; NCRNA00047
MALAT1,Lung Cancer,up-regulated,Western blot etc.,29505924,3,HCN; NEAT2; PRO2853; LINC00047; NCRNA00047
MALAT1,Lung Cancer,up-regulated,qPCR etc.,29731641,3,HCN; NEAT2; PRO2853; LINC00047; NCRNA00047
MALAT1,Lung Cancer,up-regulated,"RNAi, qPCR etc.",28615056,3,HCN; NEAT2; PRO2853; LINC00047; NCRNA00047
MALAT1,Lung Cancer,down-regulated,"qPCR, RNAi, Western blot, Dual luciferase reporter assay etc.",25773124,3,HCN; NEAT2; PRO2853; LINC00047; NCRNA00047
MALAT1,Lung Cancer,up-regulated,qPCR etc.,23243023,3,HCN; NEAT2; PRO2853; LINC00047; NCRNA00047
MALAT1,Lung Cancer,differential expression,"qPCR, Northern blot etc.",22491206,3,HCN; NEAT2; PRO2853; LINC00047; NCRNA00047
MALAT1,Non Small Cell Lung Cancer,up-regulated,"qPCR, Luciferase reporter assay, Western blot, RIP",29215698,3,HCN; NEAT2; PRO2853; LINC00047; NCRNA00047
MALAT1,Non Small Cell Lung Cancer,up-regulated,"qPCR, Western blot",29439314,3,HCN; NEAT2; PRO2853; LINC00047; NCRNA00047
MALAT1,Non Small Cell Lung Cancer,up-regulated,"qPCR, Western blot etc.",28623135,3,HCN; NEAT2; PRO2853; LINC00047; NCRNA00047
MALAT1,Non Small Cell Lung Cancer,up-regulated,qPCR etc.,28121347,3,HCN; NEAT2; PRO2853; LINC00047; NCRNA00047
MALAT1,Non Small Cell Lung Cancer,up-regulated,"qPCR, RNAi etc.",26884862,3,HCN; NEAT2; PRO2853; LINC00047; NCRNA00047
MALAT1,Non Small Cell Lung Cancer,down-regulated,"Microarray, qPCR, Cell proliferation assay etc.",25482516,3,HCN; NEAT2; PRO2853; LINC00047; NCRNA00047
MALAT1,Non Small Cell Lung Cancer,up-regulated,qPCR etc.,24313945,3,HCN; NEAT2; PRO2853; LINC00047; NCRNA00047
MALAT1,Non Small Cell Lung Cancer,up-regulated,qPCR etc.,22088988,3,HCN; NEAT2; PRO2853; LINC00047; NCRNA00047
MALAT1,Non Small Cell Lung Cancer,up-regulated,qPCR etc.,12970751,3,HCN; NEAT2; PRO2853; LINC00047; NCRNA00047
MALAT1,Lung Cancer,up-regulated,"qPCR, Luciferase reporter assay, Western blot, RIP",29484127,3,HCN; NEAT2; PRO2853; LINC00047; NCRNA00047
MALAT1,Non Small Cell Lung Cancer,up-regulated,"qPCR, RNAi, Cell proliferation assay, Cell migration and invasion assay etc.",27431200,3,HCN; NEAT2; PRO2853; LINC00047; NCRNA00047
MALAT1,Non Small Cell Lung Cancer,up-regulated,"qPCR, RNAi, Luciferase reporter assay etc.",26265046,3,HCN; NEAT2; PRO2853; LINC00047; NCRNA00047
MALAT1,Non Small Cell Lung Cancer,up-regulated,"qPCR, Western blot etc.",25217850,3,HCN; NEAT2; PRO2853; LINC00047; NCRNA00047
MALAT1,Non Small Cell Lung Cancer,up-regulated,"qPCR, western blot, Luciferase reporter assay",29782349,3,HCN; NEAT2; PRO2853; LINC00047; NCRNA00047
MALAT1,Non Small Cell Lung Cancer,up-regulated,qPCR etc.,29805668,3,HCN; NEAT2; PRO2853; LINC00047; NCRNA00047
MALAT1,Lung Adenocarcinoma,up-regulated,"qPCR, Western blot, RIP, ChIP, etc.",29928414,3,HCN; NEAT2; PRO2853; LINC00047; NCRNA00047
MALAT1,Non Small Cell Lung Cancer,up-regulated,"qPCR, Western blot, Dual luciferase reporter assays, etc.",29916897,3,HCN; NEAT2; PRO2853; LINC00047; NCRNA00047
MALAT1,Non Small Cell Lung Cancer,up-regulated,"qPCR, Luciferase reporter assay, Western blot, RIP etc.",29782349,3,HCN; NEAT2; PRO2853; LINC00047; NCRNA00047
MALAT1,Hepatocellular Carcinoma,differential expression,qPCR,29930469,3,HCN; NEAT2; PRO2853; LINC00047; NCRNA00047
MALAT1,Hepatocellular Carcinoma,up-regulated,"qPCR, Western blot etc",32326045,3,HCN; NEAT2; PRO2853; LINC00047; NCRNA00047
MALAT1,Hepatocellular Carcinoma,up-regulated,"qPCR, Western blot, Luciferase reporter assay, RIP etc",32220970,3,HCN; NEAT2; PRO2853; LINC00047; NCRNA00047
MALAT1,Hepatocellular Carcinoma,up-regulated,"qPCR, Western blot, Luciferase reporter assay etc",31777593,3,HCN; NEAT2; PRO2853; LINC00047; NCRNA00047
MALAT1,Hepatocellular Carcinoma,up-regulated,"qPCR, Luciferase reporter assay, Western blot",30914432,3,HCN; NEAT2; PRO2853; LINC00047; NCRNA00047
MALAT1,Hepatocellular Carcinoma,up-regulated,"qRT-PCR, Western blot, Dual luciferase reporting assay",31693399,3,HCN; NEAT2; PRO2853; LINC00047; NCRNA00047
MALAT1,Hepatocellular Carcinoma,up-regulated,"qRT-PCR , Luciferase reporter assay , Western blot , in vitro knockdown etc.",31168355,3,HCN; NEAT2; PRO2853; LINC00047; NCRNA00047
MALAT1,Hepatocellular Carcinoma,up-regulated,"qPCR, Western blot, Luciferase reporter assay, other",30278452,3,HCN; NEAT2; PRO2853; LINC00047; NCRNA00047
MALAT1,Hilar Cholangiocarcinoma,up-regulated,"qPCR, Western blot, other",30231247,3,HCN; NEAT2; PRO2853; LINC00047; NCRNA00047
MALAT1,Hepatocellular Carcinoma,up-regulated,"qPCR, Western blot, in vitro knockdown, RIP, etc.",30546959,3,HCN; NEAT2; PRO2853; LINC00047; NCRNA00047
MALAT1,Hepatocellular Carcinoma,up-regulated,"qPCR, Western blot, Luciferase reporter assay, in vitro knockdown, etc.",30500989,3,HCN; NEAT2; PRO2853; LINC00047; NCRNA00047
MALAT1,Hepatocellular Carcinoma,up-regulated,"qPCR, Western blot, Luciferase reporter assay, in vitro knockdown, RIP, etc.",31466138,3,HCN; NEAT2; PRO2853; LINC00047; NCRNA00047
MALAT1,Hepatocellular Carcinoma,up-regulated,"qPCR, Luciferase reporter assay, in vitro knockdown",31347327,3,HCN; NEAT2; PRO2853; LINC00047; NCRNA00047
MALAT1,Cholangiocarcinoma,up-regulated,"qPCR, Western blot",28592124,3,HCN; NEAT2; PRO2853; LINC00047; NCRNA00047
MALAT1,Hepatoblastoma,up-regulated,"Microarray, PCR etc.",17006932,3,HCN; NEAT2; PRO2853; LINC00047; NCRNA00047
MALAT1,Hilar Cholangiocarcinoma,up-regulated,"qPCR, Western blot, Luciferase reporter assay, Cell proliferation assay etc.",28059437,3,HCN; NEAT2; PRO2853; LINC00047; NCRNA00047
MALAT1,Liver Cancer,up-regulated,"qPCR, Western blot, RIP",27782152,3,HCN; NEAT2; PRO2853; LINC00047; NCRNA00047
MALAT1,Liver Cancer,differential expression,"Microarray, qPCR, Western blot, RIP, Luciferase reporter assay etc.",24468535,3,HCN; NEAT2; PRO2853; LINC00047; NCRNA00047
MALAT1,Hepatocellular Carcinoma,up-regulated,qPCR etc.,29604585,3,HCN; NEAT2; PRO2853; LINC00047; NCRNA00047
MALAT1,Hepatocellular Carcinoma,up-regulated,"RT-PCR, Western blot, Luciferase reporter assay",28722813,3,HCN; NEAT2; PRO2853; LINC00047; NCRNA00047
MALAT1,Hepatocellular Carcinoma,up-regulated,"qPCR, RNAi, Western blot, Dual luciferase reporter assay etc.",27524242,3,HCN; NEAT2; PRO2853; LINC00047; NCRNA00047
MALAT1,Hepatocellular Carcinoma,up-regulated,"Microarray, qPCR etc.",29170515,3,HCN; NEAT2; PRO2853; LINC00047; NCRNA00047
MALAT1,Hepatocellular Carcinoma,down-regulated,"qPCR, RNAi, Western blot, Dual luciferase reporter assay etc.",25773124,3,HCN; NEAT2; PRO2853; LINC00047; NCRNA00047
MALAT1,Hepatocellular Carcinoma,up-regulated,"RNA-seq, qPCR, RNAi, Colony formation assay etc.",27993818,3,HCN; NEAT2; PRO2853; LINC00047; NCRNA00047
MALAT1,Hepatocellular Carcinoma,up-regulated,"Microarray, qPCR etc.",27894309,3,HCN; NEAT2; PRO2853; LINC00047; NCRNA00047
MALAT1,Hepatocellular Carcinoma,up-regulated,qPCR etc.,26614531,3,HCN; NEAT2; PRO2853; LINC00047; NCRNA00047
MALAT1,Hepatocellular Carcinoma,up-regulated,"qPCR, RNAi etc.",21678027,3,HCN; NEAT2; PRO2853; LINC00047; NCRNA00047
MALAT1,Hepatocellular Carcinoma,up-regulated,"Microarray, PCR etc.",17006932,3,HCN; NEAT2; PRO2853; LINC00047; NCRNA00047
MALAT1,Hepatocellular Carcinoma,up-regulated,"qPCR, Luciferase reporter assay, Western blot",28543721,3,HCN; NEAT2; PRO2853; LINC00047; NCRNA00047
MALAT1,Hepatocellular Carcinoma,up-regulated,"qPCR, Luciferase reporter assay etc.",28720061,3,HCN; NEAT2; PRO2853; LINC00047; NCRNA00047
MALAT1,Hepatocellular Carcinoma,differential expression,"qPCR, luciferase reporter assay",28404923,3,HCN; NEAT2; PRO2853; LINC00047; NCRNA00047
MALAT1,Hepatocellular Carcinoma,up-regulated,"qPCR, Western blot etc.",28469957,3,HCN; NEAT2; PRO2853; LINC00047; NCRNA00047
MALAT1,Hepatocellular Carcinoma,up-regulated,"qPCR, RNAi, Western blot, ChIP, Cell proliferation assay etc.",26735578,3,HCN; NEAT2; PRO2853; LINC00047; NCRNA00047
MALAT1,Hepatocellular Carcinoma,up-regulated,"qPCR, RNAi, Western blot, ChIP, Luciferase reporter assay etc.",26352013,3,HCN; NEAT2; PRO2853; LINC00047; NCRNA00047
MALAT1,Hepatocellular Carcinoma,up-regulated,"qPCR, Northern blot, ISH etc.",16878148,3,HCN; NEAT2; PRO2853; LINC00047; NCRNA00047
MALAT1,Prostate Cancer,down-regulated,qPCR etc.,32210615,3,HCN; NEAT2; PRO2853; LINC00047; NCRNA00047
MALAT1,Prostate Cancer,differential expression,RNA-seq,30906477,3,HCN; NEAT2; PRO2853; LINC00047; NCRNA00047
MALAT1,Prostate Cancer,up-regulated,"RT-qPCR, Western blot assay, Luciferase assay, RIP",31935634,3,HCN; NEAT2; PRO2853; LINC00047; NCRNA00047
MALAT1,Prostate Cancer,up-regulated,"qPCR, Western blot, Luciferase reporter assay, in vitro knockdown, etc.",30642743,3,HCN; NEAT2; PRO2853; LINC00047; NCRNA00047
MALAT1,Prostate Cancer,differential expression,"qPCR, Western blot, ChIP, Dot blot etc.",27922078,3,HCN; NEAT2; PRO2853; LINC00047; NCRNA00047
MALAT1,Prostate Cancer,up-regulated,"Microarray, qPCR etc.",27600237,3,HCN; NEAT2; PRO2853; LINC00047; NCRNA00047
MALAT1,Prostate Cancer,up-regulated,"qPCR, RNAi, RIP, ChIP etc.",26516927,3,HCN; NEAT2; PRO2853; LINC00047; NCRNA00047
MALAT1,Prostate Cancer,up-regulated,"RNA-seq, qPCR etc.",22349460,3,HCN; NEAT2; PRO2853; LINC00047; NCRNA00047
MALAT1,Prostate Cancer,up-regulated,"qPCR, Western blot, Luciferase reporter assay etc.",29633510,3,HCN; NEAT2; PRO2853; LINC00047; NCRNA00047
MALAT1,Prostate Cancer,up-regulated,qPCR etc.,23845456,3,HCN; NEAT2; PRO2853; LINC00047; NCRNA00047
MALAT1,Prostate Cancer,up-regulated,"qPCR, Northern blot etc.",23726266,3,HCN; NEAT2; PRO2853; LINC00047; NCRNA00047
MA-LINC1,Lung Cancer,up-regulated,"qPCR, RNAi, Western blot etc.",26337085,3,MA-linc1; LINC01024
MANCR,Gastric Cancer,up-regulated,RT-qPCR,31807188,1,LINC00704
MANCR,Prostate Cancer,down-regulated,"qPCR, RNA-seq etc",32199616,1,LINC00704
MAP3K20,Gastric Cancer,up-regulated,"qPCR, Western blot, Luciferase reporter assay, in vitro knockdown, RIP etc.",29428732,1,MLK7-AS1
MAPKAPK5-AS1,Colorectal Cancer,up-regulated,"qPCR, Western blot, RIP, other",30343528,5,C12orf47
MBNL1-AS1,Colon Cancer,down-regulated,"qPCR, Western blot, Luciferase reporter assay, RIP",31255531,2,MBNL1 antisense RNA 1;LOC401093;MBNL1-AS1;HSALNG0029874;NONHSAG036412.2
MBNL1-AS1,Non Small Cell Lung Cancer,down-regulated,"qRT-PCR, RIP",32092823,2,MBNL1 antisense RNA 1;LOC401093;MBNL1-AS1;HSALNG0029874;NONHSAG036412.2
MBNL1-AS1,Non Small Cell Lung Cancer,down-regulated,"RT-PCR , Luciferase reporter assay , Western blot etc.",31113460,2,MBNL1 antisense RNA 1;LOC401093;MBNL1-AS1;HSALNG0029874;NONHSAG036412.2
MCM3AP-AS1,Pancreatic Cancer,up-regulated,"qRT-PCR, Western blot analysis, Dual luciferase reporter assay, RIP",31830901,4,C21orf85; MCM3APAS; MCM3AP-AS; MCM3APASB; NCRNA00031
MCM3AP-AS1,Cervical Squamous Cell Carcinoma,down-regulated,RT-qPCR,31985002,4,C21orf85; MCM3APAS; MCM3AP-AS; MCM3APASB; NCRNA00031
MCM3AP-AS1,Gastric Cancer,up-regulated,"qPCR, Western blot, luciferase reporter assay etc",32196596,4,C21orf85; MCM3APAS; MCM3AP-AS; MCM3APASB; NCRNA00031
MCM3AP-AS1,Lung Cancer,up-regulated,"qRT-PCR, RIP, Luciferase reporter assay, Western blot analysis",31693222,4,C21orf85; MCM3APAS; MCM3AP-AS; MCM3APASB; NCRNA00031
MCM3AP-AS1,Hepatocellular Carcinoma,up-regulated,"qPCR, Luciferase reporter assay",30782188,4,C21orf85; MCM3APAS; MCM3AP-AS; MCM3APASB; NCRNA00031
MCM3AP-AS1,Hepatocellular Carcinoma,up-regulated,"qPCR, Western blot, Luciferase reporter assay",31237446,4,C21orf85; MCM3APAS; MCM3AP-AS; MCM3APASB; NCRNA00031
MCM3AP-AS1,Prostate Cancer,up-regulated,"qPCR, Western blot, RIP etc",32193153,4,C21orf85; MCM3APAS; MCM3AP-AS; MCM3APASB; NCRNA00031
MDC1-AS,Gastric Cancer,down-regulated,qPCR,29375682,1,MDC1-AS
MED4-AS1,Non Small Cell Lung Cancer,up-regulated,qPCR,31638253,1,MED4-AS
MEF2C-AS1,Gastric Cancer,down-regulated,"RNA-seq, qPCR, Western blot, in vitro knockdown",30005210,9,MEF2C antisense RNA 1;CTC-454M9.1;HSALNG0043383;MEF2C-AS1;NONHSAG040980.2
MEG3,Colorectal Cancer,up-regulated,"Western blot, Luciferase reporter assay etc",32219064,15,maternally expressed 3;GTL2;NCRNA00023;LINC00023;onco-lncRNA-83;non-protein coding RNA 23;long intergenic non-protein coding RNA 23;maternally expressed 3 (non-protein coding);FP504;PRO0518;PRO2160;prebp1;Very putative protein from MEG3 locus;lnc-DLK1-35;NONHSAG015923.2;HSALNG0103778;HSALNG0103785
MEG3,Colorectal Cancer,down-regulated,qPCR,30978169,15,maternally expressed 3;GTL2;NCRNA00023;LINC00023;onco-lncRNA-83;non-protein coding RNA 23;long intergenic non-protein coding RNA 23;maternally expressed 3 (non-protein coding);FP504;PRO0518;PRO2160;prebp1;Very putative protein from MEG3 locus;lnc-DLK1-35;NONHSAG015923.2;HSALNG0103778;HSALNG0103785
MEG3,Colorectal Cancer,down-regulated,"qPCR, RIP, Luciferase Reporter Assay, Western blot",30119236,15,maternally expressed 3;GTL2;NCRNA00023;LINC00023;onco-lncRNA-83;non-protein coding RNA 23;long intergenic non-protein coding RNA 23;maternally expressed 3 (non-protein coding);FP504;PRO0518;PRO2160;prebp1;Very putative protein from MEG3 locus;lnc-DLK1-35;NONHSAG015923.2;HSALNG0103778;HSALNG0103785
MEG3,Colorectal Cancer,down-regulated,"qPCR, Western blot, other",31413531,15,maternally expressed 3;GTL2;NCRNA00023;LINC00023;onco-lncRNA-83;non-protein coding RNA 23;long intergenic non-protein coding RNA 23;maternally expressed 3 (non-protein coding);FP504;PRO0518;PRO2160;prebp1;Very putative protein from MEG3 locus;lnc-DLK1-35;NONHSAG015923.2;HSALNG0103778;HSALNG0103785
MEG3,Colorectal Cancer,down-regulated,"qPCR, Western blot, etc.",30556866,15,maternally expressed 3;GTL2;NCRNA00023;LINC00023;onco-lncRNA-83;non-protein coding RNA 23;long intergenic non-protein coding RNA 23;maternally expressed 3 (non-protein coding);FP504;PRO0518;PRO2160;prebp1;Very putative protein from MEG3 locus;lnc-DLK1-35;NONHSAG015923.2;HSALNG0103778;HSALNG0103785
MEG3,Colorectal Cancer,down-regulated,"qPCR, Western blot, Luciferase reporter assay",31632544,15,maternally expressed 3;GTL2;NCRNA00023;LINC00023;onco-lncRNA-83;non-protein coding RNA 23;long intergenic non-protein coding RNA 23;maternally expressed 3 (non-protein coding);FP504;PRO0518;PRO2160;prebp1;Very putative protein from MEG3 locus;lnc-DLK1-35;NONHSAG015923.2;HSALNG0103778;HSALNG0103785
MEG3,Colorectal Cancer,differential expression,Genotyping etc.,26934323,15,maternally expressed 3;GTL2;NCRNA00023;LINC00023;onco-lncRNA-83;non-protein coding RNA 23;long intergenic non-protein coding RNA 23;maternally expressed 3 (non-protein coding);FP504;PRO0518;PRO2160;prebp1;Very putative protein from MEG3 locus;lnc-DLK1-35;NONHSAG015923.2;HSALNG0103778;HSALNG0103785
MEG3,Colon Cancer,down-regulated,"qPCR, Western blot, Northern blot, ChIP etc.",17569660,15,maternally expressed 3;GTL2;NCRNA00023;LINC00023;onco-lncRNA-83;non-protein coding RNA 23;long intergenic non-protein coding RNA 23;maternally expressed 3 (non-protein coding);FP504;PRO0518;PRO2160;prebp1;Very putative protein from MEG3 locus;lnc-DLK1-35;NONHSAG015923.2;HSALNG0103778;HSALNG0103785
MEG3,Colon Cancer,down-regulated,"qPCR, ISH etc.",14602737,15,maternally expressed 3;GTL2;NCRNA00023;LINC00023;onco-lncRNA-83;non-protein coding RNA 23;long intergenic non-protein coding RNA 23;maternally expressed 3 (non-protein coding);FP504;PRO0518;PRO2160;prebp1;Very putative protein from MEG3 locus;lnc-DLK1-35;NONHSAG015923.2;HSALNG0103778;HSALNG0103785
MEG3,Colorectal Cancer,down-regulated,qPCR,28731151,15,maternally expressed 3;GTL2;NCRNA00023;LINC00023;onco-lncRNA-83;non-protein coding RNA 23;long intergenic non-protein coding RNA 23;maternally expressed 3 (non-protein coding);FP504;PRO0518;PRO2160;prebp1;Very putative protein from MEG3 locus;lnc-DLK1-35;NONHSAG015923.2;HSALNG0103778;HSALNG0103785
MEG3,Colorectal Cancer,down-regulated,qPCR etc.,27391432,15,maternally expressed 3;GTL2;NCRNA00023;LINC00023;onco-lncRNA-83;non-protein coding RNA 23;long intergenic non-protein coding RNA 23;maternally expressed 3 (non-protein coding);FP504;PRO0518;PRO2160;prebp1;Very putative protein from MEG3 locus;lnc-DLK1-35;NONHSAG015923.2;HSALNG0103778;HSALNG0103785
MEG3,Colorectal Cancer,down-regulated,"qPCR, Western blot, Flow cytometry assay etc.",25636452,15,maternally expressed 3;GTL2;NCRNA00023;LINC00023;onco-lncRNA-83;non-protein coding RNA 23;long intergenic non-protein coding RNA 23;maternally expressed 3 (non-protein coding);FP504;PRO0518;PRO2160;prebp1;Very putative protein from MEG3 locus;lnc-DLK1-35;NONHSAG015923.2;HSALNG0103778;HSALNG0103785
MEG3,Colorectal Cancer,down-regulated,"Western blot, Luciferase reporter assay, in vitro knockdown etc.",29628342,15,maternally expressed 3;GTL2;NCRNA00023;LINC00023;onco-lncRNA-83;non-protein coding RNA 23;long intergenic non-protein coding RNA 23;maternally expressed 3 (non-protein coding);FP504;PRO0518;PRO2160;prebp1;Very putative protein from MEG3 locus;lnc-DLK1-35;NONHSAG015923.2;HSALNG0103778;HSALNG0103785
MEG3,Ovarian Cancer,down-regulated,"RT-PCR , Luciferase reporter assay , Western blot etc.",31161607,15,GTL2; FP504; prebp1; PRO0518; PRO2160; LINC00023; NCRNA00023; onco-lncRNA-83
MEG3,Ovarian Cancer,down-regulated,"qPCR, Microarray, other",30310931,15,GTL2; FP504; prebp1; PRO0518; PRO2160; LINC00023; NCRNA00023; onco-lncRNA-83
MEG3,Ovarian Cancer,differential expression,"Microarray, qPCR, Western blot, Luciferase reporter assay, RIP",31638182,15,GTL2; FP504; prebp1; PRO0518; PRO2160; LINC00023; NCRNA00023; onco-lncRNA-83
MEG3,Ovarian Cancer,up-regulated,"qPCR, Western blot, Luciferase reporter assay, Flow cytometry assay, CCK-8 assay etc.",28175963,15,GTL2; FP504; prebp1; PRO0518; PRO2160; LINC00023; NCRNA00023; onco-lncRNA-83
MEG3,Epithelial Ovarian Cancer,down-regulated,"qPCR, Western blot, RIP",28423647,15,GTL2; FP504; prebp1; PRO0518; PRO2160; LINC00023; NCRNA00023; onco-lncRNA-83
MEG3,Epithelial Ovarian Cancer,down-regulated,"qPCR, MSP-PCR, Western blot, Luciferase reporter assay etc.",24859196,15,GTL2; FP504; prebp1; PRO0518; PRO2160; LINC00023; NCRNA00023; onco-lncRNA-83
MEG3,Intraductal Papillary Mucinous Neoplasms Of The Pancreas,differential expression,qPCR etc.,28874676,15,GTL2; FP504; prebp1; PRO0518; PRO2160; LINC00023; NCRNA00023; onco-lncRNA-83
MEG3,Pancreatic Neuroendocrine Tumor,down-regulated,"qPCR, Western blot",29132136,15,GTL2; FP504; prebp1; PRO0518; PRO2160; LINC00023; NCRNA00023; onco-lncRNA-83
MEG3,Pancreatic Cancer,down-regulated,"qPCR, Western blot, in vitro knockdown",29328401,15,GTL2; FP504; prebp1; PRO0518; PRO2160; LINC00023; NCRNA00023; onco-lncRNA-83
MEG3,Pancreatic Neuroendocrine Tumor,up-regulated,qPCR etc.,28847847,15,GTL2; FP504; prebp1; PRO0518; PRO2160; LINC00023; NCRNA00023; onco-lncRNA-83
MEG3,Pancreatic Cancer,up-regulated,"Microarray, qPCR, RNAi, Western blot etc.",26850851,15,GTL2; FP504; prebp1; PRO0518; PRO2160; LINC00023; NCRNA00023; onco-lncRNA-83
MEG3,Pancreatic Cancer,down-regulated,"qPCR, Cell transfection, Western blot etc.",28320094,15,GTL2; FP504; prebp1; PRO0518; PRO2160; LINC00023; NCRNA00023; onco-lncRNA-83
MEG3,Pancreatic Neuroendocrine Tumor,down-regulated,"Microarray, qPCR, Luciferase reporter assay etc.",25565142,15,GTL2; FP504; prebp1; PRO0518; PRO2160; LINC00023; NCRNA00023; onco-lncRNA-83
